order_id,product_id,poduct_name,statut,order_price,order_date,purchase_address,depense_projet,Revenue_projet
103789,103,Tatami,termine,1708210.2,2019-12-24,Douala,91830.25,1616380.0
103790,103,Tatami,termine,1824088.8,2021-02-03,Kribi,91830.25,1732258.5
103791,102,BeWallet,en cours,1762260.4,2021-07-16,Abidjan,91916.875,1670343.5
103792,104,WebEngine,en cours,492596.38,2022-10-07,Yaounde,132529.0,360067.38
103793,102,BeWallet,en cours,1767992.1,2019-12-06,Abidjan,91916.875,1676075.2
103794,101,Messago,en cours,1724561.8,2021-09-23,Dakar,96618.19,1627943.5
103795,101,Messago,en cours,1517859.5,2021-11-02,Douala,96618.19,1421241.2
103796,105,ERP,termine,829006.9,2020-02-28,Abidjan,115846.164,713160.7
103797,105,ERP,termine,1181166.2,2021-10-11,Abidjan,115846.164,1065320.1
103798,102,BeWallet,en cours,649459.7,2021-03-04,Abidjan,91916.875,557542.8
103799,100,JeTchoko,termine,596671.7,2020-10-13,Yaounde,147904.62,448767.06
103800,101,Messago,en cours,162447.94,2020-08-02,Libreville,96618.19,65829.75
103801,102,BeWallet,en cours,1633026.0,2021-08-13,Yaounde,91916.875,1541109.1
103802,104,WebEngine,en cours,587037.25,2022-12-18,Abidjan,132529.0,454508.25
103803,103,Tatami,termine,599772.7,2020-02-17,Abidjan,91830.25,507942.44
103804,105,ERP,termine,56921.32,2022-09-21,Yaounde,115846.164,-58924.844
103805,100,JeTchoko,termine,924259.44,2021-08-11,Douala,147904.62,776354.8
103806,100,JeTchoko,termine,1977401.1,2019-10-16,Yaounde,147904.62,1829496.5
103807,102,BeWallet,en cours,1809703.2,2022-07-08,Yaounde,91916.875,1717786.4
103808,104,WebEngine,en cours,1865698.8,2021-02-28,Douala,132529.0,1733169.8
103809,103,Tatami,termine,1231809.4,2022-01-24,Douala,91830.25,1139979.1
103810,103,Tatami,termine,484703.84,2020-12-29,Douala,91830.25,392873.6
103811,101,Messago,en cours,834488.25,2022-02-26,Dakar,96618.19,737870.06
103812,103,Tatami,termine,750342.1,2020-03-16,Kribi,91830.25,658511.9
103813,104,WebEngine,en cours,357306.4,2021-07-24,Libreville,132529.0,224777.4
103814,105,ERP,termine,878198.4,2021-06-19,Dakar,115846.164,762352.2
103815,100,JeTchoko,termine,429029.12,2021-06-02,Libreville,147904.62,281124.5
103816,100,JeTchoko,termine,1990097.4,2022-08-07,Kribi,147904.62,1842192.8
103817,105,ERP,termine,1323929.1,2022-07-26,Yaounde,115846.164,1208083.0
103818,102,BeWallet,en cours,1203481.5,2020-07-16,Abidjan,91916.875,1111564.6
103819,103,Tatami,termine,1205418.0,2022-01-02,Abidjan,91830.25,1113587.8
103820,103,Tatami,termine,640894.0,2021-11-28,Douala,91830.25,549063.75
103821,100,JeTchoko,termine,421242.75,2021-05-09,Douala,147904.62,273338.12
103822,102,BeWallet,en cours,765469.7,2022-08-20,Libreville,91916.875,673552.8
103823,105,ERP,termine,1387743.2,2022-06-27,Abidjan,115846.164,1271897.1
103824,101,Messago,en cours,895166.4,2022-04-25,Libreville,96618.19,798548.2
103825,100,JeTchoko,termine,1485941.5,2021-12-02,Dakar,147904.62,1338036.9
103826,104,WebEngine,en cours,1545645.9,2020-05-09,Douala,132529.0,1413116.9
103827,105,ERP,termine,393049.38,2021-03-09,Douala,115846.164,277203.22
103828,100,JeTchoko,termine,1050719.8,2021-05-30,Dakar,147904.62,902815.1
103829,102,BeWallet,en cours,659536.2,2020-03-09,Yaounde,91916.875,567619.3
103830,102,BeWallet,en cours,1987753.0,2021-10-12,Yaounde,91916.875,1895836.1
103831,103,Tatami,termine,248097.38,2022-08-26,Dakar,91830.25,156267.12
103832,105,ERP,termine,1052862.4,2019-12-02,Yaounde,115846.164,937016.2
103833,104,WebEngine,en cours,1084756.5,2022-11-12,Douala,132529.0,952227.5
103834,101,Messago,en cours,13534.11,2020-01-04,Dakar,96618.19,-83084.08
103835,104,WebEngine,en cours,1717060.9,2022-11-18,Douala,132529.0,1584531.9
103836,103,Tatami,termine,563567.5,2021-09-29,Douala,91830.25,471737.25
103837,104,WebEngine,en cours,960897.25,2021-12-24,Kribi,132529.0,828368.25
103838,103,Tatami,termine,701441.1,2021-01-21,Kribi,91830.25,609610.9
103839,102,BeWallet,en cours,1866487.0,2020-03-13,Abidjan,91916.875,1774570.1
103840,101,Messago,en cours,1934605.9,2021-01-24,Douala,96618.19,1837987.8
103841,102,BeWallet,en cours,1598230.5,2021-07-25,Dakar,91916.875,1506313.6
103842,101,Messago,en cours,1486437.8,2020-10-28,Libreville,96618.19,1389819.5
103843,103,Tatami,termine,1761206.5,2021-05-30,Libreville,91830.25,1669376.2
103844,100,JeTchoko,termine,289786.2,2022-04-07,Douala,147904.62,141881.56
103845,105,ERP,termine,1813772.6,2022-05-15,Kribi,115846.164,1697926.5
103846,102,BeWallet,en cours,1671310.2,2022-05-18,Yaounde,91916.875,1579393.4
103847,100,JeTchoko,termine,1206708.9,2020-10-02,Kribi,147904.62,1058804.2
103848,101,Messago,en cours,540067.5,2020-07-05,Dakar,96618.19,443449.3
103849,101,Messago,en cours,238247.4,2021-01-04,Libreville,96618.19,141629.22
103850,100,JeTchoko,termine,1193010.8,2020-05-20,Douala,147904.62,1045106.1
103851,100,JeTchoko,termine,780591.8,2022-07-26,Abidjan,147904.62,632687.2
103852,102,BeWallet,en cours,444970.22,2020-02-04,Abidjan,91916.875,353053.34
103853,102,BeWallet,en cours,1674600.8,2021-01-01,Douala,91916.875,1582683.9
103854,105,ERP,termine,1351784.9,2020-05-03,Douala,115846.164,1235938.8
103855,100,JeTchoko,termine,35743.12,2020-05-25,Kribi,147904.62,-112161.5
103856,101,Messago,en cours,1267980.0,2020-03-18,Kribi,96618.19,1171361.8
103857,105,ERP,termine,1878070.4,2021-11-19,Kribi,115846.164,1762224.2
103858,102,BeWallet,en cours,940808.7,2021-02-17,Libreville,91916.875,848891.8
103859,105,ERP,termine,538858.0,2022-12-25,Libreville,115846.164,423011.84
103860,101,Messago,en cours,1538173.8,2022-05-03,Dakar,96618.19,1441555.5
103861,101,Messago,en cours,1790253.5,2020-10-10,Yaounde,96618.19,1693635.2
103862,102,BeWallet,en cours,597233.0,2019-10-14,Kribi,91916.875,505316.12
103863,100,JeTchoko,termine,1725046.4,2020-05-24,Abidjan,147904.62,1577141.8
103864,101,Messago,en cours,1257286.1,2022-01-29,Douala,96618.19,1160668.0
103865,104,WebEngine,en cours,1549234.9,2022-09-19,Yaounde,132529.0,1416705.9
103866,101,Messago,en cours,1101906.8,2020-05-14,Yaounde,96618.19,1005288.56
103867,100,JeTchoko,termine,553670.56,2020-07-22,Libreville,147904.62,405765.94
103868,100,JeTchoko,termine,538327.8,2020-04-13,Douala,147904.62,390423.2
103869,100,JeTchoko,termine,754517.5,2019-10-13,Dakar,147904.62,606612.9
103870,102,BeWallet,en cours,1238883.0,2021-08-07,Kribi,91916.875,1146966.1
103871,100,JeTchoko,termine,1886410.8,2021-10-01,Libreville,147904.62,1738506.1
103872,100,JeTchoko,termine,669113.1,2019-11-23,Dakar,147904.62,521208.5
103873,104,WebEngine,en cours,171810.89,2022-08-09,Abidjan,132529.0,39281.89
103874,104,WebEngine,en cours,106257.75,2020-01-25,Douala,132529.0,-26271.25
103875,102,BeWallet,en cours,99167.89,2020-11-21,Kribi,91916.875,7251.0156
103876,104,WebEngine,en cours,1840230.1,2022-06-25,Dakar,132529.0,1707701.1
103877,103,Tatami,termine,1953727.4,2021-08-22,Abidjan,91830.25,1861897.1
103878,104,WebEngine,en cours,943948.8,2021-01-07,Kribi,132529.0,811419.8
103879,104,WebEngine,en cours,1456208.4,2020-10-31,Kribi,132529.0,1323679.4
103880,103,Tatami,termine,53059.08,2022-07-19,Libreville,91830.25,-38771.17
103881,100,JeTchoko,termine,1525728.4,2022-05-11,Douala,147904.62,1377823.8
103882,101,Messago,en cours,1222896.6,2022-05-26,Abidjan,96618.19,1126278.5
103883,103,Tatami,termine,980475.2,2019-11-12,Libreville,91830.25,888644.94
103884,105,ERP,termine,1558135.9,2020-11-25,Libreville,115846.164,1442289.8
103885,103,Tatami,termine,112120.43,2020-07-22,Kribi,91830.25,20290.18
103886,104,WebEngine,en cours,569419.8,2022-08-24,Douala,132529.0,436890.8
103887,103,Tatami,termine,1767469.6,2020-06-06,Libreville,91830.25,1675639.4
103888,105,ERP,termine,508592.53,2020-01-14,Libreville,115846.164,392746.38
103889,100,JeTchoko,termine,48130.99,2021-02-13,Douala,147904.62,-99773.64
103890,104,WebEngine,en cours,990161.7,2019-10-29,Kribi,132529.0,857632.7
103891,104,WebEngine,en cours,313084.28,2020-08-30,Douala,132529.0,180555.28
103892,103,Tatami,termine,269342.78,2019-11-27,Yaounde,91830.25,177512.53
103893,102,BeWallet,en cours,1825514.5,2022-11-04,Abidjan,91916.875,1733597.6
103894,102,BeWallet,en cours,889327.0,2022-10-29,Yaounde,91916.875,797410.1
103895,103,Tatami,termine,554240.06,2021-07-12,Libreville,91830.25,462409.8
103896,105,ERP,termine,1989105.8,2020-02-12,Kribi,115846.164,1873259.6
103897,100,JeTchoko,termine,576686.94,2022-05-31,Abidjan,147904.62,428782.3
103898,105,ERP,termine,1641988.6,2021-05-06,Kribi,115846.164,1526142.5
103899,101,Messago,en cours,1520163.4,2022-08-05,Yaounde,96618.19,1423545.2
103900,101,Messago,en cours,606664.6,2021-08-31,Yaounde,96618.19,510046.44
103901,104,WebEngine,en cours,1859892.4,2021-03-23,Douala,132529.0,1727363.4
103902,103,Tatami,termine,1817621.1,2020-10-15,Abidjan,91830.25,1725790.9
103903,101,Messago,en cours,411203.88,2020-09-11,Libreville,96618.19,314585.7
103904,101,Messago,en cours,695532.5,2022-06-18,Dakar,96618.19,598914.3
103905,100,JeTchoko,termine,1341658.4,2020-09-09,Yaounde,147904.62,1193753.8
103906,103,Tatami,termine,1926484.9,2022-01-10,Dakar,91830.25,1834654.6
103907,100,JeTchoko,termine,57001.47,2019-12-15,Douala,147904.62,-90903.16
103908,105,ERP,termine,86889.74,2021-12-16,Kribi,115846.164,-28956.422
103909,102,BeWallet,en cours,366456.75,2021-04-23,Libreville,91916.875,274539.88
103910,104,WebEngine,en cours,147305.56,2022-08-18,Abidjan,132529.0,14776.5625
103911,104,WebEngine,en cours,497983.22,2022-08-01,Dakar,132529.0,365454.22
103912,105,ERP,termine,771987.6,2022-12-19,Dakar,115846.164,656141.44
103913,100,JeTchoko,termine,897117.3,2021-01-22,Yaounde,147904.62,749212.7
103914,103,Tatami,termine,1496045.2,2022-03-30,Yaounde,91830.25,1404215.0
103915,103,Tatami,termine,1413002.4,2022-03-12,Yaounde,91830.25,1321172.1
103916,103,Tatami,termine,557416.75,2021-09-22,Yaounde,91830.25,465586.5
103917,101,Messago,en cours,1025432.44,2020-10-06,Douala,96618.19,928814.25
103918,104,WebEngine,en cours,1398150.0,2021-04-30,Abidjan,132529.0,1265621.0
103919,101,Messago,en cours,419292.12,2020-02-08,Abidjan,96618.19,322673.94
103920,102,BeWallet,en cours,707480.94,2022-09-21,Libreville,91916.875,615564.06
103921,101,Messago,en cours,1810971.8,2022-07-30,Kribi,96618.19,1714353.5
103922,105,ERP,termine,1244109.5,2022-11-30,Abidjan,115846.164,1128263.4
103923,104,WebEngine,en cours,854398.5,2020-07-05,Yaounde,132529.0,721869.5
103924,100,JeTchoko,termine,1050818.4,2020-03-10,Abidjan,147904.62,902913.75
103925,102,BeWallet,en cours,677421.25,2019-10-03,Abidjan,91916.875,585504.4
103926,104,WebEngine,en cours,737749.0,2021-03-08,Libreville,132529.0,605220.0
103927,101,Messago,en cours,1130841.5,2020-04-03,Dakar,96618.19,1034223.3
103928,103,Tatami,termine,1465286.8,2022-02-02,Yaounde,91830.25,1373456.5
103929,104,WebEngine,en cours,347363.03,2021-10-01,Dakar,132529.0,214834.03
103930,103,Tatami,termine,1536082.8,2021-09-02,Douala,91830.25,1444252.5
103931,104,WebEngine,en cours,1968198.4,2021-03-10,Kribi,132529.0,1835669.4
103932,103,Tatami,termine,338422.88,2022-12-06,Dakar,91830.25,246592.62
103933,105,ERP,termine,1588226.9,2021-03-08,Kribi,115846.164,1472380.8
103934,101,Messago,en cours,1342468.1,2020-08-19,Dakar,96618.19,1245850.0
103935,104,WebEngine,en cours,302082.16,2021-01-17,Yaounde,132529.0,169553.16
103936,102,BeWallet,en cours,333399.28,2020-04-13,Kribi,91916.875,241482.4
103937,100,JeTchoko,termine,1940230.1,2021-06-05,Dakar,147904.62,1792325.5
103938,104,WebEngine,en cours,1096068.1,2021-05-10,Dakar,132529.0,963539.1
103939,102,BeWallet,en cours,455546.84,2020-03-15,Abidjan,91916.875,363629.97
103940,101,Messago,en cours,1969429.0,2020-07-03,Kribi,96618.19,1872810.8
103941,101,Messago,en cours,1824628.2,2022-05-26,Dakar,96618.19,1728010.0
103942,103,Tatami,termine,1915306.2,2020-05-15,Libreville,91830.25,1823476.0
103943,105,ERP,termine,1940944.8,2021-10-25,Dakar,115846.164,1825098.6
103944,103,Tatami,termine,71378.45,2020-03-12,Libreville,91830.25,-20451.797
103945,101,Messago,en cours,884705.06,2021-12-22,Yaounde,96618.19,788086.9
103946,105,ERP,termine,1359501.8,2020-02-08,Abidjan,115846.164,1243655.6
103947,101,Messago,en cours,1961656.9,2020-06-19,Kribi,96618.19,1865038.8
103948,103,Tatami,termine,794394.9,2020-09-28,Dakar,91830.25,702564.6
103949,105,ERP,termine,1485027.8,2021-02-05,Dakar,115846.164,1369181.6
103950,104,WebEngine,en cours,1279890.8,2020-02-04,Abidjan,132529.0,1147361.8
103951,104,WebEngine,en cours,965302.94,2021-04-17,Yaounde,132529.0,832773.94
103952,100,JeTchoko,termine,1347634.9,2020-12-18,Libreville,147904.62,1199730.2
103953,102,BeWallet,en cours,1759332.8,2020-02-06,Douala,91916.875,1667415.9
103954,104,WebEngine,en cours,470255.8,2021-10-27,Dakar,132529.0,337726.8
103955,105,ERP,termine,545140.75,2022-04-14,Dakar,115846.164,429294.6
103956,105,ERP,termine,1483352.6,2019-12-09,Dakar,115846.164,1367506.5
103957,104,WebEngine,en cours,564760.3,2020-04-19,Abidjan,132529.0,432231.3
103958,104,WebEngine,en cours,117296.41,2020-11-16,Abidjan,132529.0,-15232.594
103959,103,Tatami,termine,977202.6,2021-12-03,Kribi,91830.25,885372.4
103960,103,Tatami,termine,1040308.44,2022-07-24,Douala,91830.25,948478.2
103961,101,Messago,en cours,1969634.8,2021-08-27,Abidjan,96618.19,1873016.5
103962,105,ERP,termine,558052.94,2020-12-16,Kribi,115846.164,442206.78
103963,101,Messago,en cours,671565.44,2020-10-15,Libreville,96618.19,574947.25
103964,100,JeTchoko,termine,1810989.6,2022-09-23,Kribi,147904.62,1663085.0
103965,101,Messago,en cours,1572163.1,2022-12-02,Douala,96618.19,1475545.0
103966,101,Messago,en cours,9786.08,2021-06-20,Kribi,96618.19,-86832.11
103967,101,Messago,en cours,1397008.0,2020-03-31,Douala,96618.19,1300389.8
103968,100,JeTchoko,termine,351406.9,2022-03-16,Douala,147904.62,203502.28
103969,102,BeWallet,en cours,1135976.6,2022-02-19,Yaounde,91916.875,1044059.75
103970,105,ERP,termine,1084855.5,2020-07-27,Yaounde,115846.164,969009.3
103971,104,WebEngine,en cours,87505.85,2020-01-11,Dakar,132529.0,-45023.15
103972,104,WebEngine,en cours,977667.06,2020-07-21,Abidjan,132529.0,845138.06
103973,102,BeWallet,en cours,291867.06,2022-10-01,Abidjan,91916.875,199950.19
103974,103,Tatami,termine,1307708.0,2022-06-20,Yaounde,91830.25,1215877.8
103975,103,Tatami,termine,1490596.5,2020-01-14,Libreville,91830.25,1398766.2
103976,104,WebEngine,en cours,229381.81,2022-05-29,Dakar,132529.0,96852.81
103977,101,Messago,en cours,1077236.1,2021-09-14,Dakar,96618.19,980617.94
103978,105,ERP,termine,1631171.4,2022-05-14,Abidjan,115846.164,1515325.2
103979,101,Messago,en cours,231315.72,2021-02-05,Yaounde,96618.19,134697.53
103980,103,Tatami,termine,1267131.1,2022-03-05,Abidjan,91830.25,1175300.9
103981,101,Messago,en cours,1271399.1,2020-01-08,Libreville,96618.19,1174781.0
103982,102,BeWallet,en cours,838334.3,2022-09-08,Kribi,91916.875,746417.44
103983,102,BeWallet,en cours,197845.3,2020-12-25,Douala,91916.875,105928.42
103984,100,JeTchoko,termine,317615.38,2020-05-22,Kribi,147904.62,169710.75
103985,100,JeTchoko,termine,1979339.6,2021-08-02,Douala,147904.62,1831435.0
103986,104,WebEngine,en cours,907795.5,2022-07-17,Yaounde,132529.0,775266.5
103987,103,Tatami,termine,1561277.9,2022-12-19,Abidjan,91830.25,1469447.6
103988,103,Tatami,termine,835320.1,2021-11-19,Abidjan,91830.25,743489.9
103989,104,WebEngine,en cours,1430060.1,2021-06-06,Libreville,132529.0,1297531.1
103990,102,BeWallet,en cours,1166703.8,2021-07-02,Abidjan,91916.875,1074786.9
103991,101,Messago,en cours,1208273.8,2021-11-27,Kribi,96618.19,1111655.5
103992,103,Tatami,termine,452329.44,2019-10-16,Dakar,91830.25,360499.2
103993,104,WebEngine,en cours,1256435.4,2020-02-23,Dakar,132529.0,1123906.4
103994,103,Tatami,termine,337894.9,2020-09-28,Yaounde,91830.25,246064.66
103995,100,JeTchoko,termine,1984816.4,2021-08-16,Abidjan,147904.62,1836911.8
103996,105,ERP,termine,807660.5,2020-10-22,Yaounde,115846.164,691814.3
103997,104,WebEngine,en cours,1558479.2,2020-07-31,Yaounde,132529.0,1425950.2
103998,104,WebEngine,en cours,1072376.5,2021-02-10,Abidjan,132529.0,939847.5
103999,102,BeWallet,en cours,194267.31,2021-10-24,Abidjan,91916.875,102350.44
104000,103,Tatami,termine,119753.56,2020-06-28,Yaounde,91830.25,27923.312
104001,104,WebEngine,en cours,614075.25,2020-05-07,Dakar,132529.0,481546.25
104002,100,JeTchoko,termine,39952.76,2021-04-24,Kribi,147904.62,-107951.86
104003,101,Messago,en cours,222708.73,2022-11-10,Libreville,96618.19,126090.55
104004,105,ERP,termine,1465131.5,2019-11-21,Abidjan,115846.164,1349285.4
104005,104,WebEngine,en cours,1353834.6,2021-02-11,Dakar,132529.0,1221305.6
104006,101,Messago,en cours,543284.75,2022-01-02,Douala,96618.19,446666.56
104007,101,Messago,en cours,420899.47,2020-11-23,Abidjan,96618.19,324281.28
104008,101,Messago,en cours,99982.71,2022-07-26,Kribi,96618.19,3364.5234
104009,105,ERP,termine,890379.44,2021-02-24,Libreville,115846.164,774533.25
104010,104,WebEngine,en cours,641474.3,2022-01-18,Kribi,132529.0,508945.3
104011,100,JeTchoko,termine,1946974.9,2021-04-23,Abidjan,147904.62,1799070.2
104012,101,Messago,en cours,686247.8,2022-07-24,Dakar,96618.19,589629.6
104013,104,WebEngine,en cours,1329059.5,2019-11-05,Yaounde,132529.0,1196530.5
104014,100,JeTchoko,termine,225481.69,2021-04-14,Douala,147904.62,77577.06
104015,101,Messago,en cours,1011118.9,2019-12-18,Dakar,96618.19,914500.7
104016,103,Tatami,termine,525859.4,2021-11-21,Dakar,91830.25,434029.12
104017,105,ERP,termine,264602.2,2020-08-26,Yaounde,115846.164,148756.03
104018,101,Messago,en cours,95612.12,2022-05-07,Libreville,96618.19,-1006.0703
104019,103,Tatami,termine,88310.16,2019-11-26,Kribi,91830.25,-3520.0938
104020,105,ERP,termine,67159.02,2020-08-23,Libreville,115846.164,-48687.14
104021,105,ERP,termine,1374705.8,2022-06-04,Dakar,115846.164,1258859.6
104022,101,Messago,en cours,476521.2,2022-04-02,Libreville,96618.19,379903.0
104023,101,Messago,en cours,979531.3,2021-06-11,Douala,96618.19,882913.1
104024,102,BeWallet,en cours,1592245.2,2021-04-17,Libreville,91916.875,1500328.4
104025,105,ERP,termine,1500706.4,2022-12-17,Libreville,115846.164,1384860.2
104026,103,Tatami,termine,985510.94,2020-11-12,Douala,91830.25,893680.7
104027,100,JeTchoko,termine,283422.2,2021-09-25,Libreville,147904.62,135517.56
104028,100,JeTchoko,termine,170178.34,2020-09-11,Abidjan,147904.62,22273.719
104029,103,Tatami,termine,247320.03,2022-08-01,Libreville,91830.25,155489.78
104030,104,WebEngine,en cours,1306092.0,2021-05-13,Douala,132529.0,1173563.0
104031,100,JeTchoko,termine,1809686.2,2022-01-10,Yaounde,147904.62,1661781.6
104032,104,WebEngine,en cours,1946757.2,2020-10-24,Yaounde,132529.0,1814228.2
104033,102,BeWallet,en cours,1179775.4,2021-11-28,Douala,91916.875,1087858.5
104034,102,BeWallet,en cours,1286348.8,2022-05-23,Kribi,91916.875,1194431.9
104035,105,ERP,termine,1524463.4,2022-08-14,Abidjan,115846.164,1408617.2
104036,102,BeWallet,en cours,1957843.5,2020-02-12,Yaounde,91916.875,1865926.6
104037,104,WebEngine,en cours,829147.4,2020-09-06,Douala,132529.0,696618.4
104038,104,WebEngine,en cours,496765.9,2021-02-19,Yaounde,132529.0,364236.9
104039,103,Tatami,termine,173531.6,2021-07-25,Abidjan,91830.25,81701.34
104040,100,JeTchoko,termine,1497088.1,2021-03-07,Libreville,147904.62,1349183.5
104041,104,WebEngine,en cours,281771.12,2019-12-11,Douala,132529.0,149242.12
104042,103,Tatami,termine,198969.83,2020-05-26,Dakar,91830.25,107139.58
104043,105,ERP,termine,740194.3,2022-07-30,Douala,115846.164,624348.1
104044,101,Messago,en cours,68290.5,2019-11-11,Dakar,96618.19,-28327.688
104045,103,Tatami,termine,631541.0,2022-02-06,Abidjan,91830.25,539710.75
104046,100,JeTchoko,termine,220749.45,2020-03-20,Abidjan,147904.62,72844.83
104047,103,Tatami,termine,765257.8,2020-02-11,Libreville,91830.25,673427.56
104048,105,ERP,termine,1496559.8,2021-06-29,Kribi,115846.164,1380713.6
104049,100,JeTchoko,termine,1236341.6,2020-05-25,Abidjan,147904.62,1088437.0
104050,104,WebEngine,en cours,1842342.9,2020-01-11,Libreville,132529.0,1709813.9
104051,101,Messago,en cours,550486.7,2020-11-12,Douala,96618.19,453868.5
104052,105,ERP,termine,1826476.0,2020-02-05,Kribi,115846.164,1710629.9
104053,104,WebEngine,en cours,192654.84,2022-01-18,Yaounde,132529.0,60125.844
104054,103,Tatami,termine,1794211.5,2020-10-07,Yaounde,91830.25,1702381.2
104055,102,BeWallet,en cours,340031.38,2022-11-14,Libreville,91916.875,248114.5
104056,105,ERP,termine,1631745.6,2019-11-28,Kribi,115846.164,1515899.5
104057,101,Messago,en cours,1487931.9,2022-10-23,Yaounde,96618.19,1391313.8
104058,103,Tatami,termine,1092333.1,2019-12-07,Dakar,91830.25,1000502.9
104059,102,BeWallet,en cours,21563.59,2020-11-22,Douala,91916.875,-70353.28
104060,100,JeTchoko,termine,139591.16,2021-08-14,Yaounde,147904.62,-8313.469
104061,102,BeWallet,en cours,1384677.4,2020-06-16,Libreville,91916.875,1292760.5
104062,102,BeWallet,en cours,198197.31,2022-07-08,Kribi,91916.875,106280.44
104063,100,JeTchoko,termine,1637094.2,2022-11-24,Abidjan,147904.62,1489189.6
104064,101,Messago,en cours,1022775.9,2020-10-11,Yaounde,96618.19,926157.7
104065,104,WebEngine,en cours,1218151.9,2021-07-03,Abidjan,132529.0,1085622.9
104066,101,Messago,en cours,1295421.6,2021-02-01,Libreville,96618.19,1198803.5
104067,100,JeTchoko,termine,1447612.0,2020-05-29,Douala,147904.62,1299707.4
104068,101,Messago,en cours,947224.44,2019-10-27,Abidjan,96618.19,850606.25
104069,100,JeTchoko,termine,212663.3,2020-06-28,Dakar,147904.62,64758.67
104070,105,ERP,termine,1081062.6,2020-01-15,Kribi,115846.164,965216.44
104071,103,Tatami,termine,1889572.0,2022-09-06,Kribi,91830.25,1797741.8
104072,102,BeWallet,en cours,1838753.0,2022-04-18,Abidjan,91916.875,1746836.1
104073,102,BeWallet,en cours,672210.44,2022-07-27,Yaounde,91916.875,580293.56
104074,102,BeWallet,en cours,215039.1,2022-12-02,Dakar,91916.875,123122.22
104075,105,ERP,termine,1109932.8,2022-03-23,Yaounde,115846.164,994086.56
104076,101,Messago,en cours,893098.94,2022-01-20,Kribi,96618.19,796480.75
104077,100,JeTchoko,termine,123527.74,2022-12-19,Yaounde,147904.62,-24376.883
104078,105,ERP,termine,1596350.5,2021-01-12,Libreville,115846.164,1480504.4
104079,105,ERP,termine,1695491.0,2020-10-06,Douala,115846.164,1579644.9
104080,105,ERP,termine,1152669.8,2019-10-10,Kribi,115846.164,1036823.56
104081,101,Messago,en cours,1018879.5,2021-04-16,Dakar,96618.19,922261.3
104082,104,WebEngine,en cours,11223.12,2022-07-25,Yaounde,132529.0,-121305.88
104083,105,ERP,termine,1521232.6,2020-09-28,Dakar,115846.164,1405386.5
104084,105,ERP,termine,1741672.2,2020-01-16,Yaounde,115846.164,1625826.1
104085,103,Tatami,termine,1926529.4,2019-10-28,Abidjan,91830.25,1834699.1
104086,104,WebEngine,en cours,370679.62,2021-07-16,Douala,132529.0,238150.62
104087,102,BeWallet,en cours,514666.2,2022-08-05,Abidjan,91916.875,422749.3
104088,105,ERP,termine,1174186.4,2021-04-07,Libreville,115846.164,1058340.2
104089,102,BeWallet,en cours,1974682.1,2020-08-29,Douala,91916.875,1882765.2
104090,103,Tatami,termine,1157624.6,2020-01-12,Libreville,91830.25,1065794.4
104091,105,ERP,termine,1833926.0,2020-10-03,Douala,115846.164,1718079.9
104092,103,Tatami,termine,433667.5,2021-05-07,Kribi,91830.25,341837.25
104093,100,JeTchoko,termine,43103.6,2020-07-13,Douala,147904.62,-104801.02
104094,101,Messago,en cours,1206436.9,2019-12-29,Douala,96618.19,1109818.8
104095,104,WebEngine,en cours,916784.7,2022-06-15,Dakar,132529.0,784255.7
104096,104,WebEngine,en cours,1767590.8,2021-07-05,Douala,132529.0,1635061.8
104097,100,JeTchoko,termine,1706077.4,2022-02-11,Abidjan,147904.62,1558172.8
104098,102,BeWallet,en cours,1563001.8,2020-03-29,Douala,91916.875,1471084.9
104099,101,Messago,en cours,857699.0,2019-11-13,Libreville,96618.19,761080.8
104100,102,BeWallet,en cours,845883.3,2022-11-27,Yaounde,91916.875,753966.44
104101,102,BeWallet,en cours,1875882.9,2021-04-28,Douala,91916.875,1783966.0
104102,102,BeWallet,en cours,1682897.0,2019-11-02,Dakar,91916.875,1590980.1
104103,105,ERP,termine,1381227.2,2019-12-10,Yaounde,115846.164,1265381.1
104104,105,ERP,termine,1629720.8,2022-10-04,Kribi,115846.164,1513874.6
104105,104,WebEngine,en cours,1523057.6,2021-03-20,Yaounde,132529.0,1390528.6
104106,103,Tatami,termine,141612.05,2022-06-10,Abidjan,91830.25,49781.797
104107,104,WebEngine,en cours,627555.2,2020-05-08,Kribi,132529.0,495026.2
104108,102,BeWallet,en cours,1247361.6,2020-02-09,Abidjan,91916.875,1155444.8
104109,100,JeTchoko,termine,548203.8,2022-12-26,Libreville,147904.62,400299.2
104110,104,WebEngine,en cours,809241.5,2022-04-15,Libreville,132529.0,676712.5
104111,101,Messago,en cours,25828.66,2021-05-16,Libreville,96618.19,-70789.53
104112,104,WebEngine,en cours,973278.3,2020-01-19,Libreville,132529.0,840749.3
104113,100,JeTchoko,termine,1400396.1,2020-06-12,Libreville,147904.62,1252491.5
104114,105,ERP,termine,993824.9,2022-10-23,Douala,115846.164,877978.7
104115,103,Tatami,termine,908911.9,2021-10-21,Dakar,91830.25,817081.6
104116,102,BeWallet,en cours,1172163.8,2020-06-08,Douala,91916.875,1080246.9
104117,102,BeWallet,en cours,1938701.0,2022-08-07,Kribi,91916.875,1846784.1
104118,104,WebEngine,en cours,1070609.8,2022-04-04,Libreville,132529.0,938080.75
104119,103,Tatami,termine,1166165.2,2022-02-25,Libreville,91830.25,1074335.0
