order_id,product_id,order_price,order_date,purchase_address,payement_methode
108997,102,1765690.25,2022-11-29,Yaounde,
108998,103,1279767.73,2020-03-31,Libreville,
108999,103,6681.5,2020-07-01,Dakar,
109000,102,1046810.24,2019-10-12,Kribi,
109001,102,737236.86,2022-05-15,Kribi,
109002,104,1985881.76,2019-11-19,Kribi,
109003,101,1675487.29,2021-06-24,Kribi,
109004,105,816584.46,2021-02-18,Dakar,
109005,101,127441.91,2020-07-02,Libreville,
109006,101,478696.95,2020-10-20,Yaounde,
109007,104,13640.99,2021-11-19,Abidjan,
109008,103,1423842.59,2020-10-12,Kribi,
109009,100,1402526.91,2021-08-20,Kribi,
109010,101,972231.55,2020-09-05,Kribi,
109011,103,1550907.35,2020-01-27,Abidjan,
109012,105,406475.22,2022-05-13,Libreville,
109013,101,1355941.63,2020-03-14,Kribi,
109014,102,133361.23,2020-12-28,Yaounde,
109015,105,1091903.88,2020-04-14,Libreville,
109016,101,888924.1,2020-12-22,Dakar,
109017,105,104944.73,2020-06-15,Kribi,
109018,105,1310071.79,2019-11-04,Dakar,
109019,102,1021273.57,2020-11-06,Libreville,
109020,100,1693310.06,2022-05-13,Dakar,
109021,104,135511.59,2022-04-06,Kribi,
109022,105,920305.39,2021-10-28,Libreville,
109023,101,1034832.86,2020-04-12,Kribi,
109024,105,1117261.89,2022-10-23,Dakar,
109025,105,138111.28,2022-09-01,Douala,
109026,101,118810.2,2021-05-20,Libreville,
109027,103,741553.33,2020-09-28,Yaounde,
109028,102,143548.42,2020-03-07,Kribi,
109029,104,550231.01,2021-09-09,Dakar,
109030,100,752296.78,2022-06-22,Yaounde,
109031,102,426457.71,2021-10-10,Libreville,
109032,105,1413170.33,2020-03-11,Douala,
109033,104,62714.5,2019-12-15,Libreville,
109034,101,1011567.18,2021-10-13,Yaounde,
109035,102,319428.02,2022-07-06,Kribi,
109036,100,1986150.99,2022-09-25,Kribi,
109037,102,746752.07,2021-03-02,Dakar,
109038,102,1520080.41,2022-02-18,Dakar,
109039,101,125154.61,2022-05-21,Abidjan,
109040,102,1361296.54,2021-04-25,Yaounde,
109041,105,1508792.78,2021-06-13,Yaounde,
109042,101,1480064.53,2020-12-13,Abidjan,
109043,100,1189600.6,2022-06-02,Douala,
109044,100,1310743.52,2022-09-17,Dakar,
109045,100,1572911.37,2022-05-25,Dakar,
109046,102,440386.91,2022-11-06,Kribi,
109047,103,906393.88,2022-12-25,Abidjan,
109048,100,896770,2020-06-09,Kribi,
109049,105,1366575.57,2020-03-27,Douala,
109050,105,1832381.83,2022-12-13,Yaounde,
109051,105,983984.46,2021-05-04,Yaounde,
109052,103,594331.88,2021-06-27,Douala,
109053,100,1676748.01,2022-12-19,Yaounde,
109054,105,415700.42,2021-08-09,Douala,
109055,100,1746197.12,2021-01-03,Libreville,
109056,103,1990359.29,2020-07-26,Yaounde,
109057,103,1561172.92,2022-10-28,Libreville,
109058,101,1183410.6,2020-08-06,Abidjan,
109059,102,646226.74,2022-07-07,Douala,
109060,104,765788.18,2022-08-20,Abidjan,
109061,105,1458856.16,2021-07-22,Dakar,
109062,104,1204944.17,2020-05-21,Douala,
109063,104,666365.91,2022-05-30,Libreville,
109064,101,113930.62,2022-11-19,Douala,
109065,104,1342116.58,2022-10-18,Abidjan,
109066,105,938522.88,2022-03-10,Douala,
109067,102,1383378.17,2021-06-15,Abidjan,
109068,101,1517670.95,2021-06-21,Yaounde,
109069,105,328566.71,2022-06-10,Abidjan,
109070,102,1629961.8,2022-12-03,Douala,
109071,100,1192089.13,2022-09-17,Dakar,
109072,105,291115.64,2022-09-03,Kribi,
109073,105,703822.49,2019-11-11,Libreville,
109074,105,1892386.96,2021-08-06,Douala,
109075,101,1078360.21,2020-05-11,Abidjan,
109076,104,1129975.15,2021-04-05,Abidjan,
109077,101,568132.6,2020-01-04,Libreville,
109078,104,1768713.26,2022-12-22,Kribi,
109079,101,1759963.4,2020-01-13,Yaounde,
109080,100,1889039.34,2020-08-27,Abidjan,
109081,100,130943.54,2022-12-26,Kribi,
109082,100,1310973.87,2020-05-19,Yaounde,
109083,102,1407340.1,2020-06-11,Abidjan,
109084,103,898552.25,2022-06-04,Yaounde,
109085,103,918293.59,2020-03-19,Abidjan,
109086,104,1259600.19,2019-10-29,Kribi,
109087,102,422798.89,2020-03-01,Abidjan,
109088,105,1852457.46,2022-01-04,Dakar,
109089,101,326719.62,2022-03-30,Dakar,
109090,104,1046286.53,2019-10-17,Abidjan,
109091,104,1489289.47,2020-02-26,Libreville,
109092,101,811582.41,2021-08-15,Dakar,
109093,103,165040.8,2020-08-06,Abidjan,
109094,103,788015.21,2021-12-17,Dakar,
109095,103,1340370,2022-04-15,Abidjan,
109096,105,628649.3,2020-04-26,Douala,
109097,102,453809.63,2021-12-03,Yaounde,
109098,100,893249.17,2020-08-22,Yaounde,
109099,105,302990.67,2022-05-29,Libreville,
109100,105,1925940.17,2022-12-26,Kribi,
109101,101,674478.45,2022-11-13,Libreville,
109102,100,255498.41,2019-11-17,Douala,
109103,102,1292500.04,2021-06-01,Douala,
109104,105,629068.1,2021-04-26,Douala,
109105,100,736658.2,2022-06-25,Dakar,
109106,104,94886.68,2022-07-03,Dakar,
109107,103,1023066.35,2022-08-22,Douala,
109108,101,1647538.1,2019-10-28,Libreville,
109109,102,1196237.2,2022-04-13,Libreville,
109110,101,1430491.94,2021-11-22,Douala,
109111,102,1356441.29,2022-06-18,Abidjan,
109112,104,703214.59,2022-11-18,Libreville,
109113,101,1523866.32,2020-12-25,Abidjan,
109114,100,965185.54,2020-08-19,Dakar,
109115,100,1961255.13,2022-05-05,Kribi,
109116,105,796245.29,2022-01-11,Libreville,
109117,102,213576.9,2022-07-03,Dakar,
109118,100,715978.39,2022-10-07,Yaounde,
109119,104,61353.13,2019-12-02,Kribi,
109120,104,1847148.52,2021-03-13,Yaounde,
109121,101,1407908.76,2021-01-12,Douala,
109122,103,600333.74,2022-11-11,Libreville,
109123,105,1424938.38,2021-09-23,Dakar,
109124,102,252197.06,2020-11-05,Libreville,
109125,100,297870.19,2022-06-24,Libreville,
109126,105,772522.4,2021-11-04,Douala,
109127,104,264018.45,2022-01-10,Dakar,
109128,105,347422,2022-07-12,Yaounde,
109129,100,631945.44,2021-02-19,Douala,
109130,104,732126.45,2021-12-24,Abidjan,
109131,104,91847.28,2021-07-08,Kribi,
109132,103,1856745.72,2021-09-30,Abidjan,
109133,104,1089073.22,2021-01-12,Douala,
109134,102,1507566.08,2020-05-20,Yaounde,
109135,102,1320418.32,2019-12-07,Abidjan,
109136,101,418274.1,2021-10-25,Libreville,
109137,105,1958047.33,2020-08-07,Kribi,
109138,104,1638949.75,2020-10-23,Abidjan,
109139,105,1648280.51,2020-08-26,Abidjan,
109140,104,1915848.86,2021-08-12,Dakar,
109141,102,154362.17,2020-09-28,Yaounde,
109142,103,1034102.3,2022-01-21,Dakar,
109143,102,337045.06,2020-02-29,Douala,
109144,104,375719.94,2020-05-05,Abidjan,
109145,105,824535.25,2021-12-12,Dakar,
109146,101,1127254.17,2022-04-04,Douala,
109147,100,778091.81,2022-12-18,Abidjan,
109148,103,1911657.98,2020-01-13,Yaounde,
109149,103,319173.49,2020-08-18,Libreville,
109150,100,1055203.3,2022-09-24,Abidjan,
109151,102,71827.99,2021-04-05,Abidjan,
109152,100,1022705.27,2022-07-07,Douala,
109153,103,499498.18,2020-11-13,Douala,
109154,100,270060.12,2022-07-10,Abidjan,
109155,102,1163760.28,2022-06-26,Kribi,
109156,105,982227.87,2022-07-02,Libreville,
109157,102,1123441.67,2022-05-01,Libreville,
109158,101,767879.05,2019-10-11,Kribi,
109159,103,1063710.04,2021-02-12,Yaounde,
109160,101,1977746.1,2020-05-05,Libreville,
109161,105,1585128.97,2022-03-09,Yaounde,
109162,104,835920.81,2020-07-27,Libreville,
109163,104,931763.3,2021-11-07,Libreville,
109164,101,1525837.94,2020-06-23,Yaounde,
109165,104,1307579.87,2021-12-30,Libreville,
109166,103,1992609.95,2020-04-05,Abidjan,
109167,101,316062.37,2021-11-05,Kribi,
109168,105,1663672.41,2022-03-20,Libreville,
109169,100,937631.81,2021-12-31,Douala,
109170,100,1447544.45,2021-07-29,Yaounde,
109171,100,1267747.05,2020-08-04,Yaounde,
109172,105,344290.56,2022-04-19,Libreville,
109173,104,163805.01,2022-03-03,Kribi,
109174,101,1946378.27,2020-06-02,Kribi,
109175,100,1120498.55,2022-03-30,Libreville,
109176,103,369127.36,2021-08-11,Douala,
109177,101,614590.54,2020-06-15,Libreville,
109178,105,1467498.98,2021-09-22,Yaounde,
109179,104,1879301.44,2022-11-26,Abidjan,
109180,101,373599.01,2021-02-12,Kribi,
109181,101,1751629.45,2022-03-08,Kribi,
109182,105,674855.98,2022-02-28,Libreville,
109183,102,1060257.69,2020-11-20,Libreville,
109184,105,1601918.84,2019-10-09,Dakar,
109185,102,768039.33,2019-11-18,Libreville,
109186,104,1027619.63,2022-05-20,Douala,
109187,100,1367368.96,2020-04-08,Abidjan,
109188,102,214993.67,2022-11-12,Yaounde,
109189,103,1397026.72,2022-08-18,Libreville,
109190,101,345076.83,2020-07-05,Libreville,
109191,100,1664851.83,2022-05-05,Yaounde,
109192,105,1618430.5,2021-01-20,Kribi,
109193,105,1917470.95,2021-10-19,Douala,
109194,100,1841203.44,2020-08-27,Libreville,
109195,100,1038705.52,2020-07-28,Kribi,
109196,100,50419.88,2022-08-20,Douala,
109197,103,917343.48,2021-06-25,Yaounde,
109198,102,1162200.19,2022-03-29,Libreville,
109199,103,118753,2022-12-15,Yaounde,
109200,104,979219.22,2020-05-24,Kribi,
109201,101,885374.85,2022-05-20,Douala,
109202,103,472753.04,2021-05-03,Abidjan,
109203,100,1856882.67,2022-10-09,Dakar,
109204,104,194784.8,2021-03-16,Douala,
109205,105,698043.42,2020-11-03,Yaounde,
109206,103,1797235.84,2020-03-09,Libreville,
109207,102,620583.82,2020-05-12,Abidjan,
109208,103,1634780.86,2022-09-28,Abidjan,
109209,103,535625.53,2019-11-07,Douala,
109210,100,1554681.65,2019-12-21,Yaounde,
109211,103,808718.32,2022-04-26,Douala,
109212,105,974124.75,2021-05-06,Libreville,
109213,104,1160439.65,2020-04-01,Kribi,
109214,103,828586.32,2022-04-28,Yaounde,
109215,102,729369.93,2019-10-01,Douala,
109216,103,1025510.76,2021-10-01,Douala,
109217,104,1796578.98,2020-05-24,Yaounde,
109218,100,282796.81,2022-06-04,Dakar,
109219,105,150529.76,2020-05-16,Douala,
109220,102,1393523.52,2021-01-17,Yaounde,
109221,105,1511627.3,2021-10-05,Douala,
109222,102,620098.19,2020-12-24,Libreville,
109223,101,428233.47,2020-04-01,Libreville,
109224,101,1280273.01,2021-11-22,Kribi,
109225,104,390543.82,2021-11-02,Kribi,
109226,103,1273966.83,2022-12-17,Dakar,
109227,105,404232.11,2022-03-17,Abidjan,
109228,102,949378.62,2021-02-28,Kribi,
109229,100,1652955.36,2019-11-08,Douala,
109230,105,1474740.16,2019-10-28,Abidjan,
109231,101,1504590.41,2020-03-20,Abidjan,
109232,102,5338.62,2021-06-29,Douala,
109233,104,1339363.3,2021-10-10,Abidjan,
109234,101,436941.52,2022-09-09,Dakar,
109235,105,1722742.13,2020-06-13,Libreville,
109236,103,645139.21,2020-04-06,Libreville,
109237,101,45682.13,2020-01-06,Kribi,
109238,102,153041.67,2020-11-12,Abidjan,
109239,103,1337677.32,2020-07-15,Douala,
109240,103,644763.39,2022-05-20,Libreville,
109241,100,495923.4,2021-12-27,Abidjan,
109242,105,1858592.63,2020-12-07,Douala,
109243,102,642149.26,2022-01-09,Kribi,
109244,105,1438533.3,2022-03-27,Abidjan,
109245,100,120093.15,2021-05-23,Douala,
109246,105,1116297.28,2020-04-15,Douala,
109247,100,110233.37,2022-02-16,Kribi,
109248,101,1053472.98,2021-01-07,Dakar,
109249,104,1531847.66,2021-05-26,Abidjan,
109250,105,1281217,2020-01-08,Abidjan,
109251,102,1690580.18,2020-05-07,Douala,
109252,100,1923089.08,2020-05-04,Douala,
109253,103,993769.85,2020-10-29,Kribi,
109254,101,1955142.89,2020-08-30,Dakar,
109255,103,638977.31,2021-08-09,Yaounde,
109256,105,1575483.42,2022-05-17,Douala,
109257,100,1320245.96,2022-01-06,Douala,
109258,102,735389.33,2019-10-28,Douala,
109259,100,1355701.7,2022-05-29,Dakar,
109260,102,614855.98,2022-12-20,Dakar,
109261,103,417826.78,2019-11-22,Libreville,
109262,105,125685.89,2022-04-13,Abidjan,
109263,105,1569796.09,2020-07-16,Kribi,
109264,101,1002192.45,2021-08-09,Yaounde,
109265,102,726040.94,2022-01-19,Libreville,
109266,105,1731910.04,2022-05-17,Abidjan,
109267,102,1001591.54,2021-02-15,Douala,
109268,104,806852.9,2022-05-30,Dakar,
109269,101,1453390.32,2020-07-25,Kribi,
109270,105,1783566.18,2020-12-17,Dakar,
109271,104,877383.82,2021-10-15,Yaounde,
109272,105,1087742.02,2022-12-28,Yaounde,
109273,101,1238369.79,2021-04-25,Abidjan,
109274,101,1941698.4,2021-08-12,Yaounde,
109275,100,1136708.5,2021-05-17,Abidjan,
109276,101,1119854.94,2022-12-26,Douala,
109277,104,246710.6,2020-05-25,Abidjan,
109278,103,598383.67,2019-12-12,Kribi,
109279,102,604232.51,2022-07-14,Libreville,
109280,100,211713.01,2022-12-21,Yaounde,
109281,101,399126.64,2021-11-29,Abidjan,
109282,105,1482263.06,2021-12-30,Abidjan,
109283,103,835207.1,2020-09-28,Yaounde,
109284,101,1399567.62,2021-08-13,Yaounde,
109285,103,1257747.02,2020-01-13,Kribi,
109286,104,540549.67,2020-08-30,Yaounde,
109287,105,63826.71,2019-10-31,Douala,
109288,102,1016972.41,2019-11-25,Douala,
109289,104,3645.38,2021-10-01,Libreville,
109290,101,1184646.06,2019-12-25,Libreville,
109291,105,926820.7,2020-03-14,Abidjan,
109292,104,1976111.94,2020-08-08,Kribi,
109293,100,798268.07,2021-07-09,Abidjan,
109294,100,894139.29,2020-10-18,Libreville,
109295,101,328323.3,2022-04-25,Douala,
109296,103,1105204.45,2022-05-14,Kribi,
109297,103,1966503.35,2022-12-28,Yaounde,
109298,102,1229148.54,2022-01-22,Dakar,
109299,102,1716815.41,2022-09-14,Dakar,
109300,100,1317611,2022-09-05,Abidjan,
109301,103,14941.17,2021-05-28,Dakar,
109302,100,1184801.56,2022-05-08,Kribi,
109303,101,1948443.6,2022-12-20,Abidjan,
109304,101,932155.64,2021-12-10,Abidjan,
109305,101,746751.02,2022-02-15,Abidjan,
109306,104,1139074.9,2020-10-28,Libreville,
109307,104,256611.4,2022-05-27,Dakar,
109308,105,1395766.6,2020-05-02,Yaounde,
109309,105,1876570.41,2022-08-04,Yaounde,
109310,105,1116722.37,2020-12-02,Libreville,
109311,104,404122.68,2022-05-18,Yaounde,
109312,101,1550085.46,2022-04-20,Kribi,
109313,101,1324530.72,2020-08-15,Dakar,
109314,104,774714.1,2020-07-28,Libreville,
109315,105,780114.09,2022-04-04,Yaounde,
109316,105,592339.63,2020-06-21,Dakar,
109317,104,1150024.69,2020-12-23,Douala,
109318,105,491438.54,2021-08-04,Abidjan,
109319,102,1308093.46,2021-12-18,Kribi,
109320,104,890315.26,2019-11-09,Douala,
109321,104,520600.07,2020-02-01,Dakar,
109322,102,947298.47,2022-09-11,Abidjan,
109323,102,345848.87,2021-10-31,Douala,
109324,103,990077.45,2020-06-30,Libreville,
109325,104,923132.63,2021-03-05,Kribi,
109326,101,1792258.92,2021-02-18,Abidjan,
109327,105,1134549.95,2021-12-10,Abidjan,
109328,100,1001794.62,2022-08-10,Douala,
109329,105,993168.34,2022-04-06,Abidjan,
109330,103,149872.35,2021-07-29,Libreville,
109331,100,1795657.46,2022-02-14,Dakar,
109332,104,1889109.67,2020-01-31,Libreville,
109333,101,909560.55,2019-11-13,Douala,
109334,103,646679.08,2021-02-13,Yaounde,
109335,102,11423.85,2021-07-16,Libreville,
109336,105,104690.8,2022-03-15,Yaounde,
109337,100,1970246.71,2020-07-13,Yaounde,
109338,103,616638.68,2021-02-01,Abidjan,
109339,101,192851.13,2021-09-06,Abidjan,
109340,101,1172057.39,2019-12-04,Kribi,
109341,102,337532.71,2021-04-06,Libreville,
109342,104,1322302.32,2022-09-12,Abidjan,
109343,104,909919.28,2020-02-03,Kribi,
109344,103,980210.57,2022-04-16,Douala,
109345,100,296712.1,2021-07-05,Libreville,
109346,102,1595889.83,2022-02-01,Dakar,
109347,101,1668053.35,2021-10-24,Abidjan,
109348,102,1583480.39,2020-09-03,Abidjan,
109349,103,349218.98,2020-05-30,Yaounde,
109350,101,1148555.28,2022-09-26,Douala,
109351,103,1041201.44,2021-10-01,Kribi,
109352,103,315982.05,2022-05-24,Douala,
109353,101,251546.95,2020-08-23,Dakar,
109354,103,487089.68,2021-02-27,Kribi,
109355,105,268952.23,2022-01-14,Yaounde,
109356,103,863050.57,2020-01-03,Libreville,
109357,103,1692820.71,2022-08-26,Dakar,
109358,105,1802824.41,2020-06-08,Kribi,
109359,105,269292.97,2021-08-26,Yaounde,
109360,100,258461.3,2022-06-26,Douala,
109361,101,1068288.48,2021-05-18,Yaounde,
109362,102,1684190.47,2022-09-28,Dakar,
109363,100,1763972.51,2020-11-02,Dakar,
109364,105,883249.88,2021-05-19,Abidjan,
109365,102,823871.12,2020-02-29,Kribi,
109366,100,1935920.94,2021-11-11,Yaounde,
109367,101,162182.79,2021-06-19,Abidjan,
109368,101,1491344.66,2021-11-27,Yaounde,
109369,101,1849475.1,2020-05-30,Libreville,
109370,102,609903.86,2022-04-27,Douala,
109371,101,1584111.41,2022-03-27,Libreville,
109372,105,1589719.75,2019-11-12,Douala,
109373,102,658617.68,2022-03-02,Kribi,
109374,105,1780865.37,2022-06-13,Yaounde,
109375,104,795917.18,2021-04-25,Yaounde,
109376,101,1162853.36,2022-11-16,Douala,
109377,101,435444.57,2021-10-12,Abidjan,
109378,104,1117091.35,2020-07-17,Douala,
109379,100,1260709.74,2022-05-22,Abidjan,
109380,104,1368055.99,2022-05-12,Dakar,
109381,101,75665.01,2022-04-25,Dakar,
109382,100,968754.42,2019-12-08,Douala,
109383,102,1701925.92,2021-05-22,Dakar,
109384,104,874150.73,2022-02-22,Douala,
109385,101,372057.98,2022-04-15,Yaounde,
109386,102,959209.69,2020-11-04,Libreville,
109387,100,49860.71,2019-11-26,Abidjan,
109388,105,1121529.76,2020-09-04,Kribi,
109389,103,578338.07,2021-01-23,Douala,
109390,103,815499.85,2022-11-24,Libreville,
109391,103,666174.55,2021-10-11,Douala,
109392,102,469946.51,2020-01-02,Abidjan,
109393,101,1255803.99,2022-12-13,Douala,
109394,102,167539.62,2022-10-14,Douala,
109395,101,1982087.41,2022-05-29,Dakar,
109396,102,212777.11,2021-11-17,Kribi,
109397,103,665977.45,2019-12-15,Douala,
109398,100,338089.85,2021-11-10,Kribi,
109399,101,1218219.66,2022-05-11,Kribi,
109400,101,1582698.51,2019-11-15,Douala,
109401,100,158148.58,2021-01-27,Yaounde,
109402,101,503724.71,2020-11-30,Yaounde,
109403,103,317094.44,2020-05-14,Douala,
109404,100,983417.69,2019-12-26,Abidjan,
109405,105,1970628.56,2020-01-23,Douala,
109406,105,1186096.62,2022-10-07,Abidjan,
109407,105,1956693.31,2020-02-04,Libreville,
109408,101,1304161.46,2021-12-26,Kribi,
109409,103,70546.04,2022-05-27,Abidjan,
109410,103,1153199.4,2020-08-01,Douala,
109411,101,834647.7,2021-05-24,Douala,
109412,104,444140.02,2022-01-21,Abidjan,
109413,102,1893040.27,2021-01-28,Kribi,
109414,102,1802317.58,2021-03-17,Yaounde,
109415,102,1404940.17,2020-04-02,Kribi,
109416,104,1019985.41,2021-09-14,Libreville,
109417,101,27693.33,2021-03-06,Yaounde,
109418,104,383376.41,2022-06-07,Dakar,
109419,104,71352.15,2022-10-09,Douala,
109420,105,1690127.45,2022-06-16,Libreville,
109421,105,1088801.13,2022-04-30,Douala,
109422,101,550839.13,2022-02-24,Dakar,
109423,101,604795.78,2021-10-19,Kribi,
109424,105,1980455.15,2022-04-04,Abidjan,
109425,104,613695.07,2020-02-23,Yaounde,
109426,105,1328709.21,2021-02-04,Dakar,
109427,105,1934183.14,2022-12-28,Yaounde,
109428,100,785581.71,2021-01-14,Dakar,
109429,101,797223.43,2020-01-07,Kribi,
109430,103,945853.88,2020-07-10,Kribi,
109431,105,739398.92,2022-02-14,Abidjan,
109432,105,1742926.75,2019-12-28,Douala,
109433,100,1156954.78,2022-05-28,Dakar,
109434,102,1391219.17,2021-09-25,Dakar,
109435,101,242796.89,2021-08-25,Dakar,
109436,101,828068.24,2020-03-06,Libreville,
109437,102,577577.59,2020-10-07,Yaounde,
109438,100,1633647.19,2022-06-25,Douala,
109439,105,274753.17,2020-08-23,Yaounde,
109440,100,1214062.12,2021-03-08,Libreville,
109441,101,1920536.03,2022-08-24,Yaounde,
109442,105,692531.68,2020-10-16,Dakar,
109443,101,840414.69,2020-04-02,Kribi,
109444,100,3645.23,2020-02-02,Libreville,
109445,104,115665.43,2022-09-26,Libreville,
109446,102,893117.18,2019-12-26,Abidjan,
109447,102,732664.29,2022-05-25,Libreville,
109448,102,61313.73,2022-02-14,Kribi,
109449,101,809152.33,2021-12-28,Yaounde,
109450,100,1089532.85,2020-07-07,Abidjan,
109451,100,230127.37,2020-08-11,Dakar,
109452,103,1838411.12,2020-01-14,Abidjan,
109453,104,188793.32,2020-05-16,Douala,
109454,103,861174.9,2020-04-04,Abidjan,
109455,104,1175803.72,2022-07-20,Dakar,
109456,105,1451303.59,2020-03-07,Abidjan,
109457,100,1073470.32,2020-03-31,Abidjan,
109458,104,1542048.6,2021-04-25,Kribi,
109459,103,549421.82,2019-11-05,Kribi,
109460,100,911145.89,2020-10-17,Dakar,
109461,105,705292.24,2021-09-16,Yaounde,
109462,101,1321155.68,2022-02-10,Kribi,
109463,104,1973802.8,2020-03-13,Yaounde,
109464,101,982590.16,2021-01-03,Yaounde,
109465,103,836844.95,2021-08-03,Douala,
109466,101,1016545.61,2022-03-13,Kribi,
109467,103,217749.78,2020-12-03,Libreville,
109468,102,1322568.23,2020-07-03,Kribi,
109469,102,482917.54,2019-11-23,Libreville,
109470,104,552202.14,2021-09-21,Dakar,
109471,100,248006.12,2021-04-29,Kribi,
109472,103,1716391.51,2021-08-27,Douala,
109473,104,645519.61,2021-10-25,Douala,
109474,104,1552208.89,2022-03-10,Libreville,
109475,102,691229.51,2022-07-08,Douala,
109476,104,1825447.44,2020-05-14,Libreville,
109477,104,686564.44,2020-09-17,Libreville,
109478,104,1043928.6,2020-04-19,Dakar,
109479,103,43645.03,2019-11-15,Libreville,
109480,100,533647.68,2020-01-27,Yaounde,
109481,103,1757381.5,2019-11-15,Douala,
109482,100,1246398.97,2020-03-21,Dakar,
109483,103,1187130.52,2022-09-18,Dakar,
109484,101,708972.55,2022-09-07,Dakar,
109485,100,650280.13,2019-12-25,Abidjan,
109486,102,643262.7,2020-05-22,Abidjan,
109487,101,37560.2,2022-01-15,Dakar,
109488,104,1977581.39,2020-10-08,Kribi,
109489,102,986174.01,2021-11-28,Abidjan,
109490,103,324483.35,2020-03-31,Yaounde,
109491,104,1507474.17,2021-11-20,Yaounde,
109492,100,691617.06,2021-11-03,Libreville,
109493,101,1399155.11,2019-12-19,Douala,
109494,100,716730.48,2020-10-24,Douala,
109495,103,840532.72,2021-03-18,Abidjan,
109496,105,289797.04,2021-05-05,Yaounde,
109497,105,172208.92,2019-11-27,Libreville,
109498,105,977116.1,2020-07-03,Libreville,
109499,103,469849.94,2021-08-23,Yaounde,
109500,100,1493151.52,2019-11-11,Kribi,
109501,103,1702399.22,2022-07-26,Libreville,
109502,104,1035714.41,2021-08-06,Abidjan,
109503,101,1467359.22,2020-08-06,Douala,
109504,102,866609.48,2021-11-19,Dakar,
109505,105,571426.27,2020-09-07,Kribi,
109506,105,1329327.31,2022-03-11,Douala,
109507,105,20760.85,2020-05-27,Douala,
109508,103,1644864.08,2022-04-23,Yaounde,
109509,100,717073.6,2021-07-06,Libreville,
109510,105,1406728.75,2022-05-18,Abidjan,
109511,102,1175367.14,2022-03-17,Yaounde,
109512,100,1479230.34,2022-08-30,Abidjan,
109513,103,429163.91,2021-10-14,Dakar,
109514,105,1253970.65,2020-12-16,Libreville,
109515,105,894793.88,2022-08-13,Douala,
109516,103,478544.18,2021-08-06,Abidjan,
109517,105,1070800.2,2019-11-08,Abidjan,
109518,101,1315339.36,2020-09-04,Kribi,
109519,101,476107.23,2022-08-10,Yaounde,
109520,102,363920.31,2022-12-14,Libreville,
109521,103,1691158.69,2022-01-28,Dakar,
109522,100,431753.81,2022-07-11,Dakar,
109523,105,1167929.78,2020-07-21,Douala,
109524,103,792773.9,2020-08-25,Abidjan,
109525,100,740477.06,2022-11-28,Abidjan,
109526,104,1779712.27,2020-04-05,Abidjan,
109527,104,1353449.58,2020-08-13,Kribi,
109528,104,1386829.35,2022-02-26,Douala,
109529,102,1450046.57,2022-12-05,Douala,
109530,105,1427643.06,2020-04-06,Libreville,
109531,105,726408.14,2020-12-27,Abidjan,
109532,104,1589331.81,2022-11-27,Dakar,
109533,102,963148.21,2020-05-20,Kribi,
109534,101,779108.42,2022-05-02,Yaounde,
109535,101,838528.93,2021-09-09,Abidjan,
109536,103,1433122.54,2021-09-14,Douala,
109537,101,1268089.72,2022-05-01,Dakar,
109538,105,1067837.82,2022-01-26,Libreville,
109539,103,592715.5,2021-07-12,Yaounde,
109540,104,987467.04,2019-11-02,Abidjan,
109541,102,1946588.12,2019-11-05,Dakar,
109542,103,789588.04,2020-09-13,Dakar,
109543,103,188891.8,2020-07-08,Yaounde,
109544,100,786207.79,2022-04-14,Douala,
109545,103,1155575.84,2022-05-25,Kribi,
109546,100,755960.42,2021-08-23,Douala,
109547,105,323301.65,2022-06-12,Dakar,
109548,103,649642.41,2021-05-31,Dakar,
109549,101,1526707.53,2020-08-31,Abidjan,
109550,105,579225.83,2021-02-06,Douala,
109551,100,1397005.58,2020-04-08,Libreville,
109552,104,1603518.4,2021-07-18,Dakar,
109553,104,1525964.95,2022-03-21,Kribi,
109554,103,923978.14,2021-11-04,Abidjan,
109555,102,1786878.46,2022-12-11,Kribi,
109556,101,393057.33,2022-09-11,Douala,
109557,100,238674.82,2020-08-11,Abidjan,
109558,104,534050.92,2022-12-21,Kribi,
109559,100,1045845.77,2021-09-21,Douala,
109560,101,1450816.49,2022-03-09,Yaounde,
109561,102,804371.1,2022-10-13,Douala,
109562,105,1670898.32,2020-10-31,Abidjan,
109563,102,1720025.44,2021-01-23,Kribi,
109564,103,1392231.23,2020-07-31,Libreville,
109565,101,681767.22,2022-08-24,Libreville,
109566,103,1232699.78,2021-11-19,Libreville,
109567,105,702828.89,2022-05-08,Kribi,
109568,101,472074.61,2022-09-30,Dakar,
109569,105,736146.34,2021-07-07,Abidjan,
109570,103,815444.9,2022-02-18,Libreville,
109571,104,1613448.49,2021-12-18,Dakar,
109572,100,295906.1,2022-11-29,Yaounde,
109573,103,1288451.15,2020-12-23,Dakar,
109574,100,1181363.56,2020-07-11,Douala,
109575,101,414931.61,2021-11-21,Dakar,
109576,104,1287411.56,2020-04-05,Kribi,
109577,102,1115442.17,2021-08-22,Yaounde,
109578,105,1171115.23,2020-03-26,Douala,
109579,101,553342.03,2021-08-29,Kribi,
109580,104,898024.71,2022-03-27,Douala,
109581,100,622209.71,2021-11-03,Dakar,
109582,104,1370716.06,2020-07-28,Libreville,
109583,102,1014035.67,2022-02-12,Yaounde,
109584,103,1215347.31,2021-11-05,Libreville,
109585,101,1879512.47,2020-10-04,Yaounde,
109586,100,430099.48,2021-08-11,Kribi,
109587,104,1933979.89,2020-04-17,Yaounde,
