Ticker;SimFinId;_Company_Name;IndustryId;year;quarter
CAPC;877745;"CAPSTONE COMPANIES, INC.";;2019;Q4
CAPL;998434;"CrossAmerica Partners LP";102001;2022;Q1
CAR;980327;"AVIS BUDGET GROUP, INC.";103015;2022;Q1
CARG;645427;"CarGurus, Inc.";101002;2022;Q1
CARR;1169063;"Carrier Global Corp";100001;2022;Q1
CARS;650652;"Cars.com Inc.";103005;2022;Q1
CASA;1007468;"Casa Systems Inc";101005;2022;Q1
CASI;877522;"CASI Pharmaceuticals, Inc.";106002;2022;Q1
CASY;188690;"CASEYS GENERAL STORES INC";102001;2022;Q4
CAT;253953;"CATERPILLAR INC";100009;2022;Q1
CAVM;446086;"Cavium Inc";101004;2018;Q1
CBAY;6767777;"CymaBay Therapeutics, Inc.";;2022;Q1
CBB;618601;"CINCINNATI BELL INC";108001;2022;Q1
CBI;111879;"CHICAGO BRIDGE & IRON CO N V";100003;2018;Q1
CBKCQ;100810;"CHRISTOPHER & BANKS CORP";103002;2020;Q3
CBLK;896985;"Carbon Black, Inc.";101003;2019;Q2
CBM;100602;"CAMBREX CORP";106002;2019;Q3
CBOE;120616;"CBOE Holdings, Inc.";104003;2022;Q1
CBRE;378105;"CBRE Group";109002;2022;Q1
CBRL;37621;"CRACKER BARREL OLD COUNTRY STORE, INC";103003;2022;Q3
CBZ;1333026;"CBIZ, Inc.";108002;2022;Q1
CC;536512;"Chemours Co";110001;2022;Q1
CCF;90312;"CHASE CORP";100001;2022;Q2
CCFI;160245;"Community Choice Financial Inc.";;2018;Q3
CCH;704561;"Cheniere Corpus Christi Holdings, LLC";107001;2022;Q1
CCHWF;2265765;"Columbia Care Inc.";;2022;Q1
CCI;378122;"Crown Castle International Corp.";108001;2022;Q1
CCK;446122;"Crown Holdings Inc";103018;2022;Q1
CCL;288836;"CARNIVAL CORP";103015;2022;Q1
CCMP;927135;"CABOT MICROELECTRONICS CORP";101004;2022;Q2
CCO;650825;"Clear Channel Outdoor Holdings, Inc.";108004;2022;Q1
CCOI;125781;"COGENT COMMUNICATIONS HOLDINGS, INC.";108001;2022;Q1
CCS;350948;"Century Communities, Inc.";103013;2022;Q1
CCXI;795982;"ChemoCentryx, Inc.";106002;2022;Q1
CDAY;1050283;"Ceridian HCM Holding Inc.";101003;2022;Q1
CDE;529633;"Coeur Mining, Inc.";110004;2022;Q1
CDI;531420;"CDI CORP";;2017;Q2
CDK;749032;"CDK Global, Inc.";101003;2022;Q2
CDMO;97638;"Avid Bioservices, Inc.";106002;2022;Q4
CDNA;171003;"CareDx, Inc.";106001;2022;Q1
CDNS;107614;"CADENCE DESIGN SYSTEMS INC";101003;2022;Q1
CDR;664567;"CEDAR REALTY TRUST, INC.";109001;2022;Q1
CDRE;1397112;"Cadre Holdings, Inc.";;2022;Q1
CDW;683318;"CDW Corp";101003;2022;Q1
CDXS;1253238;"CODEXIS, INC.";106002;2022;Q1
CDZI;1159130;"CADIZ INC";100003;2022;Q1
CE;109593;"Celanese Corp";110001;2022;Q1
CEG;1867900;"Constellation Energy Corp";;2022;Q1
CEIX;6767527;"CONSOL Energy Inc.";;2022;Q1
CELC;1253241;"Celcuity Inc.";106002;2022;Q1
CELG;410976;"CELGENE CORP /DE/";106002;2019;Q3
CELH;986557;"Celsius Holdings, Inc.";102005;2022;Q1
CEQP;998428;"Crestwood Equity Partners LP";;2022;Q1
CERN;259186;"CERNER CORP /MO/";101003;2022;Q1
CERS;1253026;"CERUS CORP";106001;2022;Q1
CETV;651857;"CENTRAL EUROPEAN MEDIA ENTERPRISES LTD";103001;2020;Q2
CETX;178699;"CEMTREX INC";100001;2022;Q2
CEVA;1335016;"CEVA INC";101005;2022;Q1
CF;119051;"CF Industries Holdings, Inc.";110003;2022;Q1
CFLT;1334959;"Confluent, Inc.";101003;2022;Q1
CFMS;613117;"ConforMIS Inc";106003;2022;Q1
CFRX;1841922;"CONTRAFECT Corp";;2022;Q1
CFX;1067476;"Colfax CORP";100003;2022;Q1
CG;1370932;"Carlyle Group Inc.";;2022;Q1
CGA;532888;"China Green Agriculture, Inc.";110003;2022;Q3
CGEM;1841135;"Cullinan Oncology, Inc.";;2022;Q1
CGNX;710555;"COGNEX CORP";101001;2022;Q1
CGRN;51961;"Capstone Green Energy Corp";100001;2021;Q4
CHAP;960877;"Chaparral Energy, Inc.";;2020;Q2
CHAQ;1872822;"Renovacor, Inc.";;2022;Q1
CHART;708868;"Vistra Energy Corp.";105002;2022;Q1
CHD;378113;"Church & Dwight";102002;2022;Q1
CHDN;883031;"CHURCHILL DOWNS Inc";103015;2022;Q1
CHE;115043;"CHEMED CORP";106011;2022;Q1
CHEF;350160;"Chefs' Warehouse, Inc.";102001;2022;Q1
CHGG;987221;"CHEGG, INC";103020;2022;Q1
CHH;1059905;"CHOICE HOTELS INTERNATIONAL INC /DE";103015;2022;Q1
CHK;378111;"Chesapeake Energy";107002;2022;Q1
CHKE;240259;"CHEROKEE INC";103002;2020;Q3
CHNG;987613;"Change Healthcare Inc.";101003;2021;Q4
CHRS;540930;"Coherus BioSciences, Inc.";106002;2022;Q1
CHRW;378101;"C. H. Robinson Worldwide";100010;2022;Q1
CHSP;115723;"Chesapeake Lodging Trust";109001;2019;Q2
CHTR;378110;"Charter Communications";108001;2022;Q1
CHWY;951287;"Chewy, Inc.";103002;2022;Q1
CIDM;620342;"Cinedigm Corp.";103001;2021;Q4
CIE;546550;"Cobalt International Energy, Inc.";107002;2017;Q4
CIEN;49697;"CIENA CORP";101005;2022;Q2
CIK;113301;"Cr??dit Suisse Asset Management Income Fund, INC.";104001;2018;Q2
CIK0001446;160863;"Macquarie Equipment Leasing Fund, LLC";;2017;Q4
CIO;949487;"City Office REIT, Inc.";;2022;Q1
CIVI;1071164;"Civitas Solutions, Inc.";;2019;Q1
CK00000810;951288;"PUBLIX SUPER MARKETS INC";;2022;Q1
CK00015503;231124;"BakerCorp International, Inc.";;2018;Q1
CK00015844;1051684;"APX Group Holdings, Inc.";;2020;Q1
CL;255327;"COLGATE PALMOLIVE CO";102002;2022;Q1
CLAR;569146;"Clarus Corp";103015;2022;Q1
CLBS;798466;"CALADRIUS BIOSCIENCES, INC.";106002;2022;Q1
CLCT;512060;"COLLECTORS UNIVERSE INC";100002;2021;Q2
CLDR;890662;"Cloudera, Inc.";101003;2021;Q2
CLDT;849434;"Chatham Lodging Trust";109001;2022;Q1
CLF;754906;"CLEVELAND-CLIFFS INC.";110004;2022;Q1
CLFD;824450;"Clearfield, Inc.";101005;2022;Q2
CLGX;896316;"CORELOGIC, INC.";100002;2021;Q1
CLH;857873;"CLEAN HARBORS INC";100004;2022;Q1
CLNE;260313;"Clean Energy Fuels Corp.";107001;2022;Q1
CLR;101392;"CONTINENTAL RESOURCES, INC";107002;2022;Q1
CLRB;99062;"Cellectar Biosciences, Inc.";106002;2022;Q1
CLVT;1328920;"CLARIVATE Plc";101003;2022;Q1
CLX;218764;"CLOROX CO /DE/";102002;2022;Q3
CMBG;778513;"Cellular Biomedicine Group, Inc.";;2020;Q3
CMBM;998419;"Cambium Networks Corp";101005;2022;Q1
CMC;980334;"COMMERCIAL METALS Co";110007;2022;Q2
CMCO;899253;"COLUMBUS MCKINNON CORP";100009;2021;Q4
CMCSA;106366;"COMCAST CORP";108001;2022;Q1
CMD;52478;"CANTEL MEDICAL CORP";106003;2021;Q3
CME;378116;"CME Group Inc.";104003;2022;Q1
CMG;80874;"CHIPOTLE MEXICAN GRILL INC";103003;2022;Q1
CMI;120498;"CUMMINS INC";100001;2022;Q1
CMLS;659310;"CUMULUS MEDIA INC";103001;2022;Q1
CMPR;889944;"CIMPRESS N.V.";103011;2022;Q3
CMPX;1872767;"Compass Therapeutics, Inc.";;2022;Q1
CMRO;692525;"COMARCO INC";101005;2017;Q3
CMS;378117;"CMS Energy";105001;2022;Q1
CMT;776098;"CORE MOLDING TECHNOLOGIES INC";103005;2022;Q1
CMTL;48404;"COMTECH TELECOMMUNICATIONS CORP /DE/";101005;2022;Q3
CNC;378107;"Centene Corporation";106006;2022;Q1
CNDT;716302;"CONDUENT Inc";100002;2022;Q1
CNK;760762;"Cinemark Holdings, Inc.";103001;2022;Q1
CNM;1298294;"Core & Main, Inc.";100001;2022;Q1
CNMD;1375480;"CONMED Corp";;2022;Q1
CNNE;6767635;"Cannae Holdings, Inc.";;2022;Q1
CNNX;208611;"CONE Midstream Partners LP";107003;2020;Q2
CNP;378108;"CenterPoint Energy";105001;2022;Q1
CNR;1145421;"Cornerstone Building Brands, Inc.";100003;2022;Q1
CNS;820401;"COHEN & STEERS INC";104001;2022;Q1
CNSL;897291;"Consolidated Communications Holdings, Inc.";108001;2022;Q1
CNX;976576;"CNX Resources Corp";107002;2022;Q1
CNXC;1234046;"Concentrix Corp";101003;2022;Q1
CNXN;6767753;"PC Connection, Inc.";;2022;Q1
CNXR;145641;"CONNECTURE INC";106006;2017;Q4
COCO;1334644;"Vita Coco Company, Inc.";102002;2022;Q1
CODA;511749;"Coda Octopus Group, Inc.";100008;2022;Q2
CODI;705587;"Compass Diversified Holdings";100013;2022;Q1
CODX;1346268;"Co-Diagnostics, Inc.";106002;2022;Q1
COGT;808945;"Cogent Biosciences, Inc.";106002;2022;Q1
COHR;365654;"COHERENT INC";101001;2022;Q2
COHU;6767585;"Cohu, Inc.";;2022;Q1
COIN;1202161;"Coinbase Global, Inc.";104003;2022;Q1
COKE;156024;"COCA COLA BOTTLING CO CONSOLIDATED /DE/";102005;2022;Q1
COL;378209;"Rockwell Collins";100008;2018;Q4
COLD;6480942;"Americold Realty Trust, Inc.";;2022;Q1
COLM;446285;"Columbia Sportswear Co";103004;2022;Q1
COMM;446289;"Commscope Holding Company Inc";101005;2022;Q1
CONE;1055097;"CyrusOne Inc.";109001;2021;Q4
CONN;230908;"CONNS INC";103002;2022;Q1
COO;186450;"COOPER COMPANIES INC";106003;2022;Q2
COP;378120;ConocoPhillips;107002;2022;Q1
COR;82753;"CoreSite Realty Corp";109001;2021;Q3
CORR;949494;"CorEnergy Infrastructure Trust, Inc.";;2022;Q1
CORT;724383;"CORCEPT THERAPEUTICS INC";106002;2022;Q1
COST;217867;"COSTCO WHOLESALE CORP /NEW";102001;2022;Q2
COT;727266;"Primo Water Corp";102005;2022;Q1
COTV;146741;"Cotiviti Holdings, Inc.";101003;2018;Q2
COTY;376164;"COTY INC.";102002;2022;Q3
COUP;811353;"Coupa Software Inc";101003;2022;Q1
CP;102322;"CANADIAN PACIFIC RAILWAY LTD/CN";100010;2022;Q1
CPB;249099;"CAMPBELL SOUP CO";102002;2022;Q3
CPE;628030;"CALLON PETROLEUM CO";107002;2022;Q1
CPK;6767505;"Chesapeake Utilities Corporation";;2022;Q1
CPLG;949495;"CorePoint Lodging Inc.";109001;2021;Q3
CPN;113443;"CALPINE CORP";105002;2020;Q2
CPRI;38287;"Capri Holdings Ltd";103004;2021;Q4
CPRT;287342;"COPART INC";103005;2022;Q3
CPRX;2077094;"CATALYST PHARMACEUTICALS, INC.";;2022;Q1
CPS;530203;"Cooper-Standard Holdings Inc.";103005;2022;Q1
CPSI;497906;"Computer Programs & Systems Inc";101003;2022;Q1
CPT;446323;"Camden Property Trust";109001;2021;Q1
CQH;704560;"Cheniere Energy Partners LP Holdings, LLC";107003;2018;Q2
CQP;704562;"Cheniere Energy Partners, L.P.";107003;2022;Q1
CR;355869;"CRANE CO /DE/";100001;2022;Q1
CRAY;941302;"CRAY INC";101001;2019;Q2
CRBU;1253332;"Caribou Biosciences, Inc.";106002;2022;Q1
CRC;822165;"California Resources Corp";107002;2022;Q1
CRD-A;823170;"CRAWFORD & CO";108004;2022;Q1
CRDF;798464;"Cardiff Oncology, Inc.";106001;2022;Q1
CRDO;1342111;"Credo Technology Group Holding Ltd";;2022;Q4
CRI;933049;"Carter's Inc";103002;2022;Q1
CRIS;168118;"CURIS INC";106002;2022;Q1
CRL;187129;"CHARLES RIVER LABORATORIES INTERNATIONAL INC";106001;2022;Q1
CRM;85017;"SALESFORCE COM INC";101003;2022;Q1
CRNC;1171317;"Cerence Inc.";101003;2022;Q2
CRNX;6767709;"Crinetics Pharmaceuticals, Inc.";;2022;Q1
CROX;128143;"Crocs, Inc.";103004;2022;Q1
CRR;534434;"CARBO CERAMICS INC";107004;2019;Q4
CRS;993068;"CARPENTER TECHNOLOGY CORP";110004;2022;Q3
CRSP;791051;"CRISPR Therapeutics AG";106002;2022;Q1
CRSR;1243777;"Corsair Gaming, Inc.";103015;2022;Q1
CRTO;884751;"Criteo S.A.";101002;2022;Q1
CRUS;674434;"CIRRUS LOGIC INC";101004;2021;Q4
CRVL;6481075;"CorVel Corporation";;2021;Q4
CRVS;808943;"Corvus Pharmaceuticals, Inc.";106002;2022;Q1
CRWD;1039026;"CrowdStrike Holdings, Inc.";101003;2022;Q1
CRZO;628031;"CARRIZO OIL & GAS INC";107002;2019;Q3
CSBR;241725;"CHAMPIONS ONCOLOGY, INC.";106002;2022;Q4
CSCO;82202;"CISCO SYSTEMS, INC.";101005;2022;Q3
CSGP;486790;"COSTAR GROUP INC";109002;2022;Q1
CSGS;366036;"CSG SYSTEMS INTERNATIONAL INC";101003;2022;Q1
CSII;178927;"Cardiovascular Systems Inc";106004;2022;Q3
CSL;446361;"Carlisle Companies Inc";103005;2022;Q1
CSLT;494803;"CASTLIGHT HEALTH, INC.";101003;2021;Q3
CSOD;747052;"Cornerstone OnDemand Inc";101003;2021;Q2
CSPR;1011102;"Casper Sleep Inc.";103004;2021;Q3
CSR;949709;CENTERSPACE;;2022;Q1
CSRA;378123;"CSRA Inc.";101003;2017;Q3
CSS;702391;"CSS INDUSTRIES INC";103002;2019;Q3
CSTL;1252818;"CASTLE BIOSCIENCES INC";106002;2022;Q1
CSU;122647;"CAPITAL SENIOR LIVING CORP";106011;2022;Q1
CSV;1067471;"CARRIAGE SERVICES INC";;2022;Q1
CSWI;49347;"CSW INDUSTRIALS, INC.";100001;2021;Q4
CSX;248102;"CSX CORP";100010;2022;Q1
CTAS;331923;"CINTAS CORP";100002;2022;Q3
CTIC;809274;"CTI BIOPHARMA CORP";106002;2022;Q1
CTLP;234192;"CANTALOUPE, INC.";101003;2022;Q3
CTLT;1169061;"Catalent, Inc.";106005;2022;Q3
CTMX;789985;"CytomX Therapeutics, Inc.";106002;2022;Q1
CTRA;378102;"Coterra Energy Inc.";107002;2022;Q1
CTRE;1342064;"CareTrust REIT, Inc.";;2022;Q1
CTS;923326;"CTS CORP";100003;2022;Q1
CTSH;128066;"COGNIZANT TECHNOLOGY SOLUTIONS CORP";101003;2022;Q1
CTT;949486;"CatchMark Timber Trust, Inc.";;2022;Q1
CTVA;1169062;"Corteva, Inc.";110003;2022;Q1
CTXR;998532;"Citius Pharmaceuticals, Inc.";106002;2022;Q2
CTXS;131663;"CITRIX SYSTEMS INC";101003;2022;Q1
CUB;727716;"CUBIC CORP /DE/";100008;2021;Q2
CUBE;117529;CubeSmart;109001;2022;Q1
CUO;884109;"CONTINENTAL MATERIALS CORP";100001;2020;Q1
CUTR;1253252;"CUTERA INC";106004;2022;Q1
CUZ;446395;"Cousins Properties Inc";109001;2022;Q1
CVA;821325;"COVANTA HOLDING CORP";100004;2021;Q3
CVCO;890460;"CAVCO INDUSTRIES INC.";103013;2021;Q4
CVGI;773452;"Commercial Vehicle Group, Inc.";103005;2022;Q1
CVLT;1067483;"COMMVAULT SYSTEMS INC";101003;2021;Q4
CVNA;717670;"CARVANA CO.";103002;2022;Q1
CVS;256275;"CVS HEALTH Corp";106006;2022;Q1
CVSI;150939;"CV Sciences, Inc.";103015;2022;Q1
CVT;1328921;"CVENT HOLDING CORP.";101003;2022;Q1
CW;1057791;"CURTISS WRIGHT CORP";111001;2022;Q1
CWEN;904225;"Clearway Energy, Inc.";105001;2022;Q1
CWH;744377;"Camping World Holdings, Inc.";103005;2022;Q1
CWK;6767523;"Cushman & Wakefield plc";;2022;Q1
CWT;939565;"CALIFORNIA WATER SERVICE GROUP";105001;2022;Q1
CXM;1340853;"Sprinklr, Inc.";101003;2022;Q1
CXO;378119;"Concho Resources";107002;2020;Q3
CXP;949490;"COLUMBIA PROPERTY TRUST, INC.";109001;2021;Q3
CXW;949493;"CoreCivic, Inc.";109002;2022;Q1
CY;526074;"CYPRESS SEMICONDUCTOR CORP /DE/";101004;2019;Q4
CYAN;65022;"CYANOTECH CORP";102002;2021;Q4
CYCA;660121;"CYTTA CORP.";;2022;Q2
CYCC;899362;"Cyclacel Pharmaceuticals, Inc.";106002;2022;Q1
CYIG;947023;"SPRING PHARMACEUTICAL GROUP, INC.";;2018;Q3
CYTK;6481053;"Cytokinetics, Incorporated";;2022;Q1
CZR;821879;"CAESARS ENTERTAINMENT Corp";103015;2022;Q1
D;189087;"DOMINION RESOURCES INC /VA/";105001;2022;Q1
DAL;231789;"DELTA AIR LINES INC /DE/";100006;2022;Q1
DALN;652799;"DallasNews Corp";103026;2022;Q1
DAN;980331;"DANA INC";103005;2022;Q1
DAR;1234767;"DARLING INGREDIENTS INC.";100001;2022;Q1
DASH;1200821;"DoorDash, Inc.";101003;2022;Q1
DATA;711049;"Tableau Software Inc";101003;2019;Q2
DBD;770497;"DIEBOLD NIXDORF, Inc";101003;2022;Q1
DBI;596024;"Designer Brands Inc.";103002;2022;Q1
DBX;808182;"DROPBOX, INC.";101003;2022;Q1
DCI;50564;"DONALDSON CO INC";100001;2022;Q3
DCPH;785694;"Deciphera Pharmaceuticals, Inc.";106002;2022;Q1
DD;546332;"DUPONT DE NEMOURS, INC.";110001;2022;Q1
DDD;545133;"3D SYSTEMS CORP";101001;2022;Q1
DDE;157094;"DOVER DOWNS GAMING & ENTERTAINMENT INC";103015;2018;Q4
DDOG;963381;"Datadog, Inc.";101003;2022;Q1
DDS;949971;"DILLARD'S, INC.";103002;2022;Q1
DE;373449;"DEERE & CO";100009;2022;Q2
DEA;949499;"Easterly Government Properties, Inc.";109002;2022;Q1
DECK;1054410;"DECKERS OUTDOOR CORP";103002;2021;Q4
DEI;1057794;"Douglas Emmett Inc";109002;2022;Q1
DELL;59180;"Dell Technologies Inc.";101001;2022;Q1
DEN;919129;"DENBURY INC";107002;2022;Q1
DENN;986862;"DENNY'S Corp";103003;2022;Q1
DESTQ;175862;"Destination Maternity Corp";103002;2019;Q2
DEVV;658900;"BIOSCIENCE NEUTRACEUTICALS INC";;2019;Q4
DFCO;1077526;"DALRADA FINANCIAL CORP";111001;2022;Q3
DFIN;6767673;"Donnelley Financial Solutions, Inc.";;2022;Q1
DFODQ;824643;"DEAN FOODS CO";102002;2019;Q4
DFT;446473;"Dupont Fabros Technology Inc";109001;2017;Q2
DG;80798;"DOLLAR GENERAL CORP";102001;2022;Q1
DGII;6767763;"Digi International Inc.";;2022;Q2
DGX;341807;"QUEST DIAGNOSTICS INC";106001;2022;Q1
DHI;378124;"D. R. Horton";103013;2022;Q2
DHR;89750;"DANAHER CORP /DE/";106001;2022;Q1
DHX;653310;"DHI GROUP, INC.";100011;2022;Q1
DIN;545516;"DineEquity, Inc";103003;2022;Q1
DIOD;6481047;"Diodes Incorporated";;2022;Q1
DIS;261356;"The Walt Disney Company";103001;2022;Q2
DISH;741324;"DISH Network CORP";108001;2022;Q1
DK;823947;"Delek US Holdings, Inc.";107001;2022;Q1
DKNG;1085359;"DraftKings Inc.";103001;2021;Q4
DLB;357388;"Dolby Laboratories, Inc.";103001;2022;Q2
DLPH;928642;"Delphi Technologies PLC";103005;2020;Q2
DLR;286372;"Digital Realty Trust, Inc.";109001;2022;Q1
DLTH;50213;"DULUTH HOLDINGS INC.";103002;2022;Q1
DLTR;378128;"Dollar Tree";102001;2022;Q1
DLX;639822;"DELUXE CORP";100002;2022;Q1
DM;1306306;"Desktop Metal, Inc.";100003;2022;Q1
DMLP;1016069;"DORCHESTER MINERALS, L.P.";;2021;Q3
DMRC;110139;"Digimarc CORP";101003;2022;Q1
DMTK;1253392;"DermTech, Inc.";106002;2022;Q1
DNAY;1253399;"Codex DNA, Inc.";106002;2022;Q1
DNB;125293;"Dun & Bradstreet Holdings, Inc.";100002;2022;Q1
DNKN;101599;"DUNKIN' BRANDS GROUP, INC.";103003;2020;Q3
DNLI;6481079;"Denali Therapeutics Inc.";;2022;Q1
DNOW;558120;"NOW Inc.";107004;2022;Q1
DOC;998407;"Physicians Realty Trust";109001;2022;Q1
DOCN;1202261;"DigitalOcean Holdings, Inc.";101003;2022;Q1
DOCU;810159;"DOCUSIGN INC";101003;2022;Q1
DOMO;770174;"DOMO, INC.";101003;2022;Q1
DOOR;6767539;"Masonite International Corporation";;2022;Q1
DORM;742104;"Dorman Products, Inc.";103005;2022;Q1
DOV;336327;"DOVER Corp";100001;2022;Q1
DOW;378129;"Dow Chemical";110001;2022;Q1
DPLO;349954;"Diplomat Pharmacy, Inc.";106005;2019;Q3
DPZ;338660;"DOMINOS PIZZA INC";103003;2022;Q1
DRE;446513;"Duke Realty Corp";109001;2022;Q1
DRH;6767561;"DiamondRock Hospitality Company";;2017;Q2
DRI;108420;"DARDEN RESTAURANTS INC";103003;2022;Q3
DRQ;113753;"DRIL-QUIP INC";107004;2022;Q1
DRTT;963028;"DIRTT ENVIRONMENTAL SOLUTIONS LTD";103004;2022;Q1
DS;816790;"Drive Shack Inc.";103015;2022;Q1
DSKE;770175;"Daseke, Inc.";100010;2022;Q1
DT;1251549;"Dynatrace, Inc.";101003;2021;Q4
DTE;378131;"DTE Energy Co.";105001;2022;Q1
DTEA;1241347;"DAVIDsTEA Inc.";;2022;Q1
DTIL;1078151;"PRECISION BIOSCIENCES INC";106002;2022;Q1
DTM;1234768;"DT Midstream, Inc.";107003;2022;Q1
DTRM;80268;"DETERMINE, INC.";101003;2018;Q3
DUK;191249;"Duke Energy CORP";105001;2022;Q1
DUOL;1271648;"Duolingo, Inc.";103015;2022;Q1
DV;2077098;"DoubleVerify Holdings, Inc.";;2022;Q1
DVA;349826;"DAVITA INC.";106011;2022;Q1
DVAX;138695;"DYNAVAX TECHNOLOGIES CORP";106002;2022;Q1
DVN;122079;"DEVON ENERGY CORP/DE";107002;2022;Q1
DWACU;1254331;"Digital World Acquisition Corp.";;2022;Q1
DX;949498;"DYNEX CAPITAL INC";;2022;Q1
DXC;740485;"DXC Technology Co";100002;2021;Q4
DXCM;352596;"DEXCOM INC";106001;2022;Q1
DXLG;178401;"DESTINATION XL GROUP, INC.";103002;2022;Q1
DXPE;674720;"DXP ENTERPRISES INC";100005;2022;Q1
DY;252287;"DYCOM INDUSTRIES INC";100003;2022;Q1
DYN;1154967;"Dyne Therapeutics, Inc.";106002;2022;Q1
DYNT;286288;"DYNATRONICS CORP";106004;2022;Q3
DYN_delist;703911;"DYNEGY INC.";105002;2017;Q4
DZSI;202955;"DZS INC.";101005;2022;Q1
EA;372651;"ELECTRONIC ARTS INC.";101003;2021;Q4
EAF;910562;"GRAFTECH INTERNATIONAL LTD";100001;2022;Q1
EAR;1253401;"Eargo, Inc.";106004;2022;Q1
EAST;646929;"Eastside Distilling, Inc.";102004;2022;Q1
EAT;980378;"BRINKER INTERNATIONAL, INC";103003;2022;Q3
EB;909936;"Eventbrite, Inc.";101003;2022;Q1
EBAY;104109;"EBAY INC";103002;2022;Q1
EBF;90209;"ENNIS, INC.";100001;2021;Q4
EBIX;147655;"EBIX INC";101003;2022;Q1
EBS;1063681;"Emergent BioSolutions Inc.";106005;2022;Q1
ECA;897579;"ENCANA CORP";107002;2019;Q3
ECL;378133;"Ecolab Inc.";110001;2022;Q1
ECYT;760760;"ENDOCYTE INC";106002;2018;Q3
ED;378121;"Consolidated Edison";105001;2022;Q1
EDIT;1253292;"Editas Medicine, Inc.";106002;2022;Q1
EDNT;1242007;"Vinco Ventures, Inc.";100002;2022;Q1
EE;709578;"EL PASO ELECTRIC CO /TX/";105001;2020;Q1
EEI;55609;"ECOLOGY & ENVIRONMENT INC";100004;2020;Q1
EFOI;807596;"ENERGY FOCUS, INC/DE";103004;2022;Q1
EFX;378137;"Equifax Inc.";100002;2022;Q1
EGAN;233349;"EGAIN Corp";101003;2022;Q3
EGHT;36662;"8X8 INC /DE/";101003;2021;Q4
EGLT;286194;"Egalet Corp";106002;2020;Q1
EGP;899359;"EASTGROUP PROPERTIES INC";109001;2022;Q1
EGY;699964;"VAALCO ENERGY INC /DE/";107002;2022;Q1
EHC;117690;"Encompass Health Corp";106011;2022;Q1
EHTH;979798;"eHealth, Inc.";104005;2022;Q1
EIGI;74731;"Endurance International Group Holdings, Inc.";101003;2020;Q3
EIGR;1841446;"Eiger BioPharmaceuticals, Inc.";;2022;Q1
EIX;378134;"Edison International";105001;2022;Q1
EL;172930;"ESTEE LAUDER COMPANIES INC";102002;2022;Q3
ELAN;1094920;"Elanco Animal Health Inc";106005;2022;Q1
ELF;6480982;"e.l.f. Beauty, Inc.";;2021;Q4
ELLI;446590;"Ellie Mae Inc";101003;2018;Q4
ELMD;187864;"Electromed, Inc.";106004;2022;Q3
ELS;446592;"Equity Lifestyle Properties Inc";109001;2022;Q1
ELY;434282;"CALLAWAY GOLF CO";103015;2022;Q1
ELYM;1841133;"Eliem Therapeutics, Inc.";;2022;Q1
ELYS;360213;"ELYS GAME TECHNOLOGY, CORP";103001;2022;Q1
EME;446597;"Emcor Group Inc";100003;2022;Q1
EMMS;654077;"EMMIS COMMUNICATIONS CORP";103001;2019;Q4
EMN;122948;"EASTMAN CHEMICAL CO";110001;2022;Q1
EMR;255983;"EMERSON ELECTRIC CO";100001;2022;Q2
ENB;1300947;"ENBRIDGE INC";107003;2022;Q1
ENBL;998439;"Enable Midstream Partners, LP";107003;2021;Q2
ENDP;530918;"Endo International plc";106005;2022;Q1
ENG;58098;"ENGLOBAL CORP";100003;2022;Q1
ENPH;917156;"Enphase Energy, Inc.";101004;2022;Q1
ENR;674540;"ENERGIZER HOLDINGS, INC.";101001;2022;Q2
ENS;35886;EnerSys;101001;2021;Q4
ENSG;1023444;"ENSIGN GROUP, INC";106011;2022;Q1
ENTG;6480934;"Entegris, Inc.";;2022;Q1
ENV;978454;"ENVESTNET, INC.";101003;2022;Q1
ENZ;50379;"ENZO BIOCHEM INC";106001;2022;Q3
ENZB;818574;EnzymeBioSystems;;2018;Q3
EOG;100699;"EOG RESOURCES INC";107002;2022;Q1
EPAC;89259;"ENERPAC TOOL GROUP CORP";100001;2022;Q2
EPAM;923418;"EPAM Systems, Inc.";100002;2022;Q1
EPAY;989883;"BOTTOMLINE TECHNOLOGIES INC /DE/";101003;2022;Q3
EPC;6767485;"Edgewell Personal Care Company";;2021;Q2
EPD;469948;"ENTERPRISE PRODUCTS PARTNERS L P";107003;2022;Q1
EPE;716965;"EP Energy Corp";107002;2019;Q4
EPM;516432;"EVOLUTION PETROLEUM CORP";107002;2022;Q3
EPRT;949674;"ESSENTIAL PROPERTIES REALTY TRUST, INC.";109001;2022;Q1
EPZM;138374;"Epizyme, Inc.";106002;2022;Q1
EQ;1841921;"Equillium, Inc.";;2022;Q1
EQIX;378138;Equinix;109001;2022;Q1
EQM;1071166;"EQM Midstream Partners, LP";107003;2020;Q1
EQR;421306;"Equity Residential";109001;2022;Q1
EQRX;1334626;"EQRx, Inc.";106002;2022;Q1
EQT;378136;"EQT Corporation";107002;2022;Q1
ERII;6767695;"Energy Recovery, Inc.";;2022;Q1
ES;378141;"Eversource Energy";105001;2022;Q1
ESCA;918449;"ESCALADE INC";;2022;Q1
ESE;6767463;"ESCO Technologies Inc.";;2022;Q2
ESI;687589;"Element Solutions Inc";110001;2022;Q1
ESL;758715;"ESTERLINE TECHNOLOGIES CORP";100008;2019;Q1
ESP;230667;"ESPEY MFG & ELECTRONICS CORP";101001;2022;Q3
ESRT;949500;"Empire State Realty Trust, Inc.";;2022;Q1
